"symbol"	"ensemble_ID"	"entrez_ID"	"norm_exp"
"PALD1"	"ENSG00000107719"	27143	0.521782311137072
"UNC5B"	"ENSG00000107731"	219699	0.155924632097761
"CDH23"	"ENSG00000107736"	64072	0.398782738356221
"SPOCK2"	"ENSG00000107742"	9806	0.618065213931868
"MICU1"	"ENSG00000107745"	10367	0.531206965972438
"PPP3CB"	"ENSG00000107758"	5532	0.578005490026443
"CCSER2"	"ENSG00000107771"	54462	0.594798306568283
"BMPR1A"	"ENSG00000107779"	657	0.216994464782519
"MINPP1"	"ENSG00000107789"	9562	0.402031672976614
"ACTA2"	"ENSG00000107796"	59	0.264093463429155
"LIPA"	"ENSG00000107798"	3988	0.570944729989495
"TLX1"	"ENSG00000107807"	3195	0
"LZTS2"	"ENSG00000107816"	84445	0.576244989054268
"SFXN3"	"ENSG00000107819"	81855	0.507766106917276
"KAZALD1"	"ENSG00000107821"	81621	0.431823137994331
"FBXW4"	"ENSG00000107829"	6468	0.54072713762282
"FGF8"	"ENSG00000107831"	2253	0.0555414746003966
"NPM3"	"ENSG00000107833"	10360	0.429220097641007
"TNKS2"	"ENSG00000107854"	80351	0.646252350403462
"PITX3"	"ENSG00000107859"	5309	0
"GBF1"	"ENSG00000107862"	8729	0.617454221974245
"ARHGAP21"	"ENSG00000107863"	57584	0.618742618984903
"CPEB3"	"ENSG00000107864"	22849	0.467773896293282
"FBXL15"	"ENSG00000107872"	79176	0.431088000636492
"CUEDC2"	"ENSG00000107874"	79004	0.521484099367605
"SUFU"	"ENSG00000107882"	51684	0.469392727310425
"ANKRD26"	"ENSG00000107890"	22852	0.526408670024392
"ACBD5"	"ENSG00000107897"	91452	0.564783044169002
"LHPP"	"ENSG00000107902"	64077	0.466121684975732
"LARP4B"	"ENSG00000107929"	23185	0.616071391298361
"GTPBP4"	"ENSG00000107937"	23560	0.592565604368176
"EDRF1"	"ENSG00000107938"	26098	0.573887621499858
"BCCIP"	"ENSG00000107949"	56647	0.56027256117975
"MTPAP"	"ENSG00000107951"	102466227	0.563626047244768
"NEURL1"	"ENSG00000107954"	9148	0.318137148440214
"SH3PXD2A"	"ENSG00000107957"	9644	0.586350511879002
"PITRM1"	"ENSG00000107959"	10531	0.583370372909942
"MAP3K8"	"ENSG00000107968"	1326	0.539638856100175
"DKK1"	"ENSG00000107984"	22943	0.192141933378352
"EBF3"	"ENSG00000108001"	253738	0.325360902650484
"GLRX3"	"ENSG00000108010"	10539	0.5422632116897
"SORCS1"	"ENSG00000108018"	114815	0.0555414746003966
"XPNPEP1"	"ENSG00000108039"	7511	0.602352732938193
"SMC3"	"ENSG00000108055"	9126	0.641076718999865
"SHOC2"	"ENSG00000108061"	8036	0.671979088702466
"TFAM"	"ENSG00000108064"	7019	0.596456378940583
"CCDC6"	"ENSG00000108091"	8030	0.589351964263825
"CUL2"	"ENSG00000108094"	8453	0.562880982054141
"CCNY"	"ENSG00000108100"	219771	0.639530504344928
"UBE2S"	"ENSG00000108106"	27338	0.53563399361425
"ZMIZ1"	"ENSG00000108175"	57178	0.702620683663341
"DNAJC12"	"ENSG00000108176"	56521	0.0880311544763851
"PPIF"	"ENSG00000108179"	10105	0.535030758067858
"PBLD"	"ENSG00000108187"	64081	0.428078091470605
"TSPAN14"	"ENSG00000108219"	81619	0.722029387785981
"LGI1"	"ENSG00000108231"	9211	0
"TBC1D12"	"ENSG00000108239"	23232	0.222165898401586
"CYP2C18"	"ENSG00000108242"	1562	0
"KRT23"	"ENSG00000108244"	25984	0.0555414746003966
"CRYBA1"	"ENSG00000108255"	1411	0.143572629076782
"NUFIP2"	"ENSG00000108256"	57532	0.734077554382851
"GIT1"	"ENSG00000108262"	28964	0.602765492096628
"FBXL20"	"ENSG00000108306"	84961	0.485044548674295
"RUNDC3A"	"ENSG00000108309"	10900	0.261069353215829
"UBTF"	"ENSG00000108312"	7343	0.662053299457132
"CSF3"	"ENSG00000108342"	1440	0.0880311544763851
"PSMD3"	"ENSG00000108344"	5709	0.618475905957222
"CASC3"	"ENSG00000108349"	102466986	0.636630080299364
"RAPGEFL1"	"ENSG00000108352"	51195	0.41895111025469
"RGS9"	"ENSG00000108370"	8787	0.334491188921566
"RNF43"	"ENSG00000108375"	54894	0.410101824417287
"WNT3"	"ENSG00000108379"	101929777	0.155924632097761
"ASPA"	"ENSG00000108381"	443	0.0555414746003966
"RAD51C"	"ENSG00000108384"	5889	0.437813618710123
"MTMR4"	"ENSG00000108389"	9110	0.631711005121949
"TRIM37"	"ENSG00000108395"	4591	0.53215400876229
"P2RX1"	"ENSG00000108405"	5023	0.645302263271312
"DHX40"	"ENSG00000108406"	79665	0.607926090828251
"TUBD1"	"ENSG00000108423"	51174	0.393056773735289
"KPNB1"	"ENSG00000108424"	3837	0.715026084933644
"GOSR2"	"ENSG00000108433"	9570	0.485887530954844
"PNPO"	"ENSG00000108439"	55163	0.431088000636492
"RPS6KB1"	"ENSG00000108443"	6198	0.605387329235415
"CDK5RAP3"	"ENSG00000108465"	80279	0.6618980599963
"CBX1"	"ENSG00000108468"	10951	0.491029842491102
"RECQL5"	"ENSG00000108469"	9400	0.516491725957061
"PIGL"	"ENSG00000108474"	9487	0.457440373047924
"GALK1"	"ENSG00000108479"	2584	0.467069973084297
"INTS2"	"ENSG00000108506"	57508	0.5238392846306
"CAMTA2"	"ENSG00000108509"	23125	0.524071040135525
"MED13"	"ENSG00000108510"	9969	0.701358183597677
"HOXB6"	"ENSG00000108511"	3216	0
"ENO3"	"ENSG00000108515"	2027	0.442110245129067
"PFN1"	"ENSG00000108518"	5216	0.715954839692893
"RNF167"	"ENSG00000108523"	26001	0.55953267217427
"SLC25A11"	"ENSG00000108528"	8402	0.527746048662355
"RASD1"	"ENSG00000108551"	51655	0.613668167143516
"CHRNE"	"ENSG00000108556"	1145	0.227023713577371
"RAI1"	"ENSG00000108557"	10743	0.566231828887112
"NUP88"	"ENSG00000108559"	4927	0.636245765845777
"C1QBP"	"ENSG00000108561"	708	0.594245936201884
"SLC6A4"	"ENSG00000108576"	6532	0.247683407978749
"BLMH"	"ENSG00000108578"	642	0.58228658770816
"CPD"	"ENSG00000108582"	1362	0.59122553345212
"GOSR1"	"ENSG00000108587"	9527	0.555101127560682
"CCDC47"	"ENSG00000108588"	57003	0.584982579106767
"MED31"	"ENSG00000108590"	51003	0.32673066950933
"DRG2"	"ENSG00000108591"	1819	0.551403427519373
"FTSJ3"	"ENSG00000108592"	117246	0.584084837403018
"AKAP10"	"ENSG00000108599"	11216	0.556734097814394
"ALDH3A1"	"ENSG00000108602"	218	0
"SMARCD2"	"ENSG00000108604"	6603	0.651551187050822
"ICAM2"	"ENSG00000108622"	3384	0.481482655167383
"SYNGR2"	"ENSG00000108639"	9144	0.540113839174266
"B9D1"	"ENSG00000108641"	27077	0.222165898401586
"UTP6"	"ENSG00000108651"	55813	0.565199662490391
"DDX5"	"ENSG00000108654"	100616408	0.873492076258509
"C17orf75"	"ENSG00000108666"	64149	0.432188192885279
"CYTH1"	"ENSG00000108669"	9267	0.705340934032122
"PSMD11"	"ENSG00000108671"	5717	0.596573510097194
"LGALS3BP"	"ENSG00000108679"	3959	0.601915940305945
"ASIC2"	"ENSG00000108684"	40	0.0555414746003966
"CCL7"	"ENSG00000108688"	6354	0
"CCL2"	"ENSG00000108691"	6347	0.0880311544763851
"CCL8"	"ENSG00000108700"	6355	0
"CCL1"	"ENSG00000108702"	6346	0
"PEX12"	"ENSG00000108733"	5193	0.330704843139128
"DHX58"	"ENSG00000108771"	79132	0.461204227512141
"KAT2A"	"ENSG00000108773"	2648	0.584982579106767
"RAB5C"	"ENSG00000108774"	5878	0.583618409114779
"NAGLU"	"ENSG00000108784"	4669	0.444018178359889
"HSD17B1"	"ENSG00000108786"	3292	0.376281663393934
"MLX"	"ENSG00000108788"	6945	0.532986529601481
"CNTNAP1"	"ENSG00000108797"	8506	0.357850582526472
"ABI3"	"ENSG00000108798"	51225	0.371378099196085
"EZH1"	"ENSG00000108799"	2145	0.601806369100618
"DLX4"	"ENSG00000108813"	1748	0.0880311544763851
"PPP1R9B"	"ENSG00000108819"	84687	0.641277965007623
"COL1A1"	"ENSG00000108821"	1277	0.312662767730726
"SGCA"	"ENSG00000108823"	6442	0.0880311544763851
"MRPL27"	"ENSG00000108826"	51264	0.460950251356665
"VAT1"	"ENSG00000108828"	10493	0.553634458779003
"LRRC59"	"ENSG00000108829"	55379	0.622876681084293
"RND2"	"ENSG00000108830"	8153	0.155924632097761
"ALOX12"	"ENSG00000108839"	239	0.267007581298554
"HDAC5"	"ENSG00000108840"	10014	0.648963824368465
"ABCC3"	"ENSG00000108846"	8714	0.205527878615432
"LUC7L3"	"ENSG00000108848"	51747	0.732945937846731
"MPP2"	"ENSG00000108852"	4355	0.243955786574146
"SMURF2"	"ENSG00000108854"	64750	0.583535815659637
"DUSP3"	"ENSG00000108861"	1845	0.511371152009628
"CACNG1"	"ENSG00000108878"	786	0.0555414746003966
"EFTUD2"	"ENSG00000108883"	9343	0.635009220715242
"HLF"	"ENSG00000108924"	3131	0.155924632097761
"SLC16A6"	"ENSG00000108932"	9120	0.280173087854737
"PRKAR1A"	"ENSG00000108946"	5573	0.673085841043559
"EFNB3"	"ENSG00000108947"	1949	0.0555414746003966
"FAM20A"	"ENSG00000108950"	54757	0.32254905589895
"YWHAE"	"ENSG00000108953"	7531	0.674629498595274
"MMD"	"ENSG00000108960"	23531	0.505537150541454
"RANGRF"	"ENSG00000108961"	29098	0.416108568459697
"DPH1"	"ENSG00000108963"	1801	0.526856947612964
"MAP2K6"	"ENSG00000108984"	5608	0.390032663521962
"DHRS7B"	"ENSG00000109016"	25979	0.405408776756268
"WSB1"	"ENSG00000109046"	26118	0.691630137907717
"RCVRN"	"ENSG00000109047"	5957	0.231603783553167
"MYH1"	"ENSG00000109061"	4619	0
"SLC9A3R1"	"ENSG00000109062"	100500847	0.552384616227855
"MYH3"	"ENSG00000109063"	4621	0.440812574501655
"NAT9"	"ENSG00000109065"	26151	0.546658651606923
"TMEM104"	"ENSG00000109066"	54868	0.489885745811935
"VTN"	"ENSG00000109072"	7448	0.211466106698157
"TNFAIP1"	"ENSG00000109079"	7126	0.488183659691452
"IFT20"	"ENSG00000109083"	90410	0.500029621521408
"TMEM97"	"ENSG00000109084"	27346	0.453769681954753
"CDR2L"	"ENSG00000109089"	30850	0.17606230895277
"PMP22"	"ENSG00000109099"	5376	0.143572629076782
"FOXN1"	"ENSG00000109101"	8456	0
"UNC119"	"ENSG00000109103"	9094	0.54533853262246
"ALDOC"	"ENSG00000109107"	230	0.408404617641388
"SUPT6H"	"ENSG00000109111"	6830	0.663345571885719
"RAB34"	"ENSG00000109113"	100861437	0.557652496520973
"PHF12"	"ENSG00000109118"	57649	0.631393301012864
"PHOX2B"	"ENSG00000109132"	8929	0
"TMEM33"	"ENSG00000109133"	55161	0.601476753621556
"GABRA4"	"ENSG00000109158"	2557	0.0555414746003966
"GNRHR"	"ENSG00000109163"	2798	0.216994464782519
"SLAIN2"	"ENSG00000109171"	57606	0.596760564538648
"OCIAD1"	"ENSG00000109180"	54940	0.608875335015231
"DCUN1D4"	"ENSG00000109184"	23142	0.536431307754517
"USP46"	"ENSG00000109189"	64854	0.498372528877673
"SULT1E1"	"ENSG00000109193"	6783	0
"CHIC2"	"ENSG00000109220"	26511	0.508119879721378
"NMU"	"ENSG00000109255"	10874	0.0880311544763851
"LAMTOR3"	"ENSG00000109270"	8649	0.53339956871175
"PF4V1"	"ENSG00000109272"	5197	0
"NFKB1"	"ENSG00000109320"	4790	0.632312693024882
"AREG"	"ENSG00000109321"	374	0.0880311544763851
"MANBA"	"ENSG00000109323"	4126	0.590496507909143
"UBE2D3"	"ENSG00000109332"	7323	0.759662371322199
"MAPK10"	"ENSG00000109339"	5602	0.128963310306134
"ELF2"	"ENSG00000109381"	1998	0.648205457630371
"NDUFC1"	"ENSG00000109390"	4717	0.440812574501655
"UCP1"	"ENSG00000109424"	7350	0
"TBC1D9"	"ENSG00000109436"	23158	0.507766106917276
"ZNF330"	"ENSG00000109445"	27309	0.512848852746471
"INPP4B"	"ENSG00000109452"	8821	0.436960262295824
"GAB1"	"ENSG00000109458"	2549	0.718932815832692
"KLHL2"	"ENSG00000109466"	11275	0.564083830221205
"IL2"	"ENSG00000109471"	3558	0
"CPE"	"ENSG00000109472"	1363	0.0555414746003966
"WFS1"	"ENSG00000109501"	7466	0.562020908573582
"ANXA10"	"ENSG00000109511"	11199	0
"GRPEL1"	"ENSG00000109519"	80273	0.502641933346744
"GAR1"	"ENSG00000109534"	54433	0.424149392394688
"FRG1"	"ENSG00000109536"	2483	0.546876572355788
"CLCN3"	"ENSG00000109572"	1182	0.584765866574483
"AADAT"	"ENSG00000109576"	51166	0.0555414746003966
"GALNT7"	"ENSG00000109586"	51809	0.632746108776922
"DHX15"	"ENSG00000109606"	1665	0.736982803898391
"SOD3"	"ENSG00000109610"	6649	0
"SEPSECS"	"ENSG00000109618"	51091	0.525390780980732
"CPZ"	"ENSG00000109625"	8532	0
"TRIM2"	"ENSG00000109654"	23321	0.422316619510957
"SLC2A9"	"ENSG00000109667"	56606	0.315054868053756
"FBXW7"	"ENSG00000109670"	55294	0.679921252467374
"NEIL3"	"ENSG00000109674"	55247	0.417651685941513
"TBC1D19"	"ENSG00000109680"	55296	0.410101824417287
"CLNK"	"ENSG00000109684"	116449	0.111082949200793
"SH3D19"	"ENSG00000109686"	152503	0.428269559685887
"STIM2"	"ENSG00000109689"	57620	0.63060114069841
"MFSD10"	"ENSG00000109736"	10227	0.587144402883944
"GLRB"	"ENSG00000109738"	2743	0
"BST1"	"ENSG00000109743"	683	0.383618888583709
"RAPGEF2"	"ENSG00000109756"	9693	0.65885761225257
"HGFAC"	"ENSG00000109758"	3083	0.222165898401586
"SNX25"	"ENSG00000109762"	83891	0.493693907388129
"LRP2BP"	"ENSG00000109771"	55805	0.402560581893442
"UFSP2"	"ENSG00000109775"	55325	0.415213258475356
"KLF3"	"ENSG00000109787"	51274	0.62984744647898
"KLHL5"	"ENSG00000109790"	51088	0.564678550248561
"FAM149A"	"ENSG00000109794"	25854	0.0555414746003966
"NCAPG"	"ENSG00000109805"	64151	0.527746048662355
"UGDH"	"ENSG00000109814"	7358	0.449042179720309
"PPARGC1A"	"ENSG00000109819"	10891	0.0555414746003966
"DDX25"	"ENSG00000109832"	29118	0.111082949200793
"CRYAB"	"ENSG00000109846"	1410	0
"DBX1"	"ENSG00000109851"	120237	0
"HTATIP2"	"ENSG00000109854"	10553	0.45473760721817
"CTSC"	"ENSG00000109861"	1075	0.515274222494919
"CCDC34"	"ENSG00000109881"	91057	0.400423670989824
"ZBTB16"	"ENSG00000109906"	7704	0.366568891489168
"ELP4"	"ENSG00000109911"	26610	0.448894475696976
"MTCH2"	"ENSG00000109919"	23788	0.538487275897158
"FNBP4"	"ENSG00000109920"	23360	0.696631625736739
"TECTA"	"ENSG00000109927"	7007	0.240046259506927
"SC5D"	"ENSG00000109929"	6309	0.487456032353611
"CRTAM"	"ENSG00000109943"	56253	0.264093463429155
"B3GAT1"	"ENSG00000109956"	27087	0.216994464782519
"HSPA8"	"ENSG00000109971"	3312	0.787566584321271
"P2RX3"	"ENSG00000109991"	5024	0
"VWA5A"	"ENSG00000110002"	4013	0.251245301485661
"DNAJC4"	"ENSG00000110011"	3338	0.526577068145852
"SIAE"	"ENSG00000110013"	54414	0.381590187568202
"SNX15"	"ENSG00000110025"	29907	0.272535939382915
"LPXN"	"ENSG00000110031"	9404	0.522493523586928
"DTX4"	"ENSG00000110042"	23220	0.495944179103688
"ATG2A"	"ENSG00000110046"	23130	0.583121566537976
"EHD1"	"ENSG00000110047"	10938	0.630876237169156
"OSBP"	"ENSG00000110048"	5007	0.616474144492476
"UNC93B1"	"ENSG00000110057"	81622	0.595655313774663
"PUS3"	"ENSG00000110060"	83480	0.398782738356221
"DCPS"	"ENSG00000110063"	28960	0.426724848524541
"FOXRED1"	"ENSG00000110074"	55572	0.479287191531916
"PPP6R3"	"ENSG00000110075"	55291	0.700735347167337
"NRXN2"	"ENSG00000110076"	9379	0.452507775402905
"MS4A6A"	"ENSG00000110077"	64231	0.379859463483522
"MS4A4A"	"ENSG00000110079"	51338	0.284887942403894
"ST3GAL4"	"ENSG00000110080"	6484	0.408159198123445
"CPT1A"	"ENSG00000110090"	1374	0.664547207382354
"CCND1"	"ENSG00000110092"	595	0.328077413983312
"CCDC86"	"ENSG00000110104"	79080	0.438152432787733
"PRPF19"	"ENSG00000110107"	27339	0.588837982963573
"TMEM109"	"ENSG00000110108"	79073	0.552343972346704
"CCKBR"	"ENSG00000110148"	887	0
"HPX"	"ENSG00000110169"	3263	0.155924632097761
"TRIM3"	"ENSG00000110171"	10612	0.435924091693946
"CHORDC1"	"ENSG00000110172"	26973	0.615850851498676
"FOLR1"	"ENSG00000110195"	2348	0
"ANAPC15"	"ENSG00000110200"	25906	0.409861556141404
"PANX1"	"ENSG00000110218"	24145	0.523198478954686
"ARHGEF17"	"ENSG00000110237"	9828	0.53125987413545
"APOA5"	"ENSG00000110243"	116519	0
"APOA4"	"ENSG00000110244"	337	0
"APOC3"	"ENSG00000110245"	345	0
"CEP164"	"ENSG00000110274"	22897	0.52284677651748
"RNF141"	"ENSG00000110315"	50862	0.559458306127197
"EIF4G2"	"ENSG00000110321"	1982	0.809683023617002
"IL10RA"	"ENSG00000110324"	3587	0.559010654627902
"GALNT18"	"ENSG00000110328"	374378	0
"BIRC2"	"ENSG00000110330"	329	0.6032838512734
"UBE4A"	"ENSG00000110344"	9354	0.594390400321489
"DDX6"	"ENSG00000110367"	1656	0.725104930804406
"UPK2"	"ENSG00000110375"	7379	0.0555414746003966
"CBL"	"ENSG00000110395"	867	0.628349948475546
"HIPK3"	"ENSG00000110422"	10114	0.696598041172784
"KIAA1549L"	"ENSG00000110427"	25758	0.111082949200793
"FBXO3"	"ENSG00000110429"	26273	0.617418135772343
"PDHX"	"ENSG00000110435"	8050	0.50018566715976
"SLC1A2"	"ENSG00000110436"	6506	0.251245301485661
"COMMD9"	"ENSG00000110442"	29099	0.523081416245816
"SLC15A3"	"ENSG00000110446"	51296	0.427693777017018
"CD5"	"ENSG00000110448"	921	0.416552499844321
"ACCS"	"ENSG00000110455"	84680	0.482752251903213
"SCGB2A2"	"ENSG00000110484"	4250	0
"MDK"	"ENSG00000110492"	4192	0.506982264731075
"AMBRA1"	"ENSG00000110497"	55626	0.60911590385233
"MADD"	"ENSG00000110514"	8567	0.647377781965338
"PTPMT1"	"ENSG00000110536"	114971	0.473519997473506
"NAA40"	"ENSG00000110583"	79829	0.551444551158957
"SLC22A18"	"ENSG00000110628"	5002	0.373678623040611
"CD81"	"ENSG00000110651"	975	0.677842899848522
"SLC35F2"	"ENSG00000110660"	54733	0.494868600404463
"C11orf21"	"ENSG00000110665"	29125	0.47534730666552
"ELMOD1"	"ENSG00000110675"	643923	0
"CALCA"	"ENSG00000110680"	796	0.0555414746003966
"SOX6"	"ENSG00000110693"	102464826	0.349100507692214
"C11orf58"	"ENSG00000110696"	10944	0.663660342829566
"PITPNM1"	"ENSG00000110697"	9600	0.562272718374432
"AIP"	"ENSG00000110711"	9049	0.551608834988866
"NUP98"	"ENSG00000110713"	4928	0.685843524461167
"NDUFS8"	"ENSG00000110717"	102465669	0.52040125302428
"TCIRG1"	"ENSG00000110719"	10312	0.640942273649584
"CHKA"	"ENSG00000110721"	1119	0.529872779139439
"EXPH5"	"ENSG00000110723"	23086	0.272535939382915
"HPS5"	"ENSG00000110756"	11234	0.529657232513245
"GTF2H1"	"ENSG00000110768"	2965	0.545160862017585
"POU2AF1"	"ENSG00000110777"	5450	0.569119082688059
"PTPN5"	"ENSG00000110786"	84867	0
"VWF"	"ENSG00000110799"	7450	0.293559033091817
"PSMD9"	"ENSG00000110801"	5715	0.503842396398392
"PPFIBP1"	"ENSG00000110841"	8496	0.555921772436293
"PRPF40B"	"ENSG00000110844"	25766	0.359671783874959
"CD69"	"ENSG00000110848"	969	0.743970530744978
"PRDM4"	"ENSG00000110851"	11108	0.559383870998789
"CLEC2B"	"ENSG00000110852"	9976	0.607966714104137
"COQ5"	"ENSG00000110871"	84274	0.46357768051248
"SELPLG"	"ENSG00000110876"	6404	0.416108568459697
"CORO1C"	"ENSG00000110880"	23603	0.558935802301142
"ASIC1"	"ENSG00000110881"	41	0.17606230895277
"DAO"	"ENSG00000110887"	1610	0
"CAPRIN2"	"ENSG00000110888"	65981	0.505244973700068
"TSPAN11"	"ENSG00000110900"	441631	0.16662442380119
"KCTD10"	"ENSG00000110906"	83892	0.556154706931635
"SLC11A2"	"ENSG00000110911"	4891	0.56411893620642
"MLEC"	"ENSG00000110917"	9761	0.619061507174834
"MVK"	"ENSG00000110921"	4598	0.384283866756705
"CSRNP2"	"ENSG00000110925"	81566	0.510210330711844
"CAMKK2"	"ENSG00000110931"	10645	0.567081926081349
"BIN2"	"ENSG00000110934"	51411	0.496026320997062
"IL23A"	"ENSG00000110944"	51561	0.291477632692649
"PTGES3"	"ENSG00000110958"	10728	0.676765944367139
"SYT10"	"ENSG00000110975"	341359	0
"BCL7A"	"ENSG00000110987"	605	0.677528149386082
"RSRC2"	"ENSG00000111011"	65117	0.711835295507283
"CYP27B1"	"ENSG00000111012"	1594	0.257926620612267
"MYF6"	"ENSG00000111046"	4618	0
"MYF5"	"ENSG00000111049"	4617	0
"KRT18"	"ENSG00000111057"	3875	0.16662442380119
"ACSS3"	"ENSG00000111058"	79611	0
"GLI1"	"ENSG00000111087"	2735	0.280173087854737
"PPM1H"	"ENSG00000111110"	57460	0.35692422064871
"METAP2"	"ENSG00000111142"	10988	0.618458093484109
"LTA4H"	"ENSG00000111144"	4048	0.621430723188135
"ELK3"	"ENSG00000111145"	2004	0.639256135270256
"SLC6A12"	"ENSG00000111181"	6539	0.0880311544763851
"WNT5B"	"ENSG00000111186"	81029	0.111082949200793
"MAGOHB"	"ENSG00000111196"	55110	0.435400938083919
"TRPV4"	"ENSG00000111199"	59341	0.0555414746003966
"ITFG2"	"ENSG00000111203"	100507424	0.525957870467062
"FOXM1"	"ENSG00000111206"	2305	0.51712516332667
"PRR4"	"ENSG00000111215"	11272	0.402031672976614
"PRMT8"	"ENSG00000111218"	56341	0.0555414746003966
"PARP11"	"ENSG00000111224"	57097	0.486905942710586
"ARPC3"	"ENSG00000111229"	10094	0.671106560859867
"GPN3"	"ENSG00000111231"	51184	0.450649204429788
"VPS29"	"ENSG00000111237"	51699	0.563307581517673
"FGF6"	"ENSG00000111241"	2251	0.0880311544763851
"MYL2"	"ENSG00000111245"	4633	0
"RAD51AP1"	"ENSG00000111247"	10635	0.491378610876184
"CUX2"	"ENSG00000111249"	23316	0.231603783553167
"SH2B3"	"ENSG00000111252"	10019	0.648291439990087
"AKAP3"	"ENSG00000111254"	10566	0.211466106698157
"MANSC1"	"ENSG00000111261"	54682	0.18450478490653
"KCNA1"	"ENSG00000111262"	3736	0
"DUSP16"	"ENSG00000111266"	80824	0.457040724289446
"CREBL2"	"ENSG00000111269"	1389	0.488002371356273
"ACAD10"	"ENSG00000111271"	80724	0.535332943504452
"ALDH2"	"ENSG00000111275"	217	0.339276455962046
"CDKN1B"	"ENSG00000111276"	1027	0.656797728880913
"GPRC5D"	"ENSG00000111291"	55507	0.0880311544763851
"NAA25"	"ENSG00000111300"	80018	0.603777485198109
"GSG1"	"ENSG00000111305"	83445	0.143572629076782
"SCNN1A"	"ENSG00000111319"	6337	0.216994464782519
"LTBR"	"ENSG00000111321"	4055	0.439825341357101
"OGFOD2"	"ENSG00000111325"	79676	0.349100507692214
"CDK2AP1"	"ENSG00000111328"	8099	0.541055441195801
"OAS3"	"ENSG00000111331"	4940	0.565303479490407
"OAS2"	"ENSG00000111335"	4939	0.567688459414447
"ART4"	"ENSG00000111339"	420	0.231603783553167
"MGP"	"ENSG00000111341"	4256	0.18450478490653
"RASAL1"	"ENSG00000111344"	8437	0.366568891489168
"ARHGDIB"	"ENSG00000111348"	397	0.764627688958759
"GTF2H3"	"ENSG00000111358"	2967	0.519242147324238
"EIF2B1"	"ENSG00000111361"	1967	0.569710446331331
"DDX55"	"ENSG00000111364"	57696	0.521484099367605
"SLC38A1"	"ENSG00000111371"	81539	0.772403993858199
"RERGL"	"ENSG00000111404"	79785	0
"ENDOU"	"ENSG00000111405"	8909	0.267007581298554
"VDR"	"ENSG00000111424"	7421	0.313468095212664
"FZD10"	"ENSG00000111432"	11211	0
"RFC5"	"ENSG00000111445"	5985	0.529007091746081
"STX2"	"ENSG00000111450"	2054	0.485700966470169
"COPZ1"	"ENSG00000111481"	22818	0.583121566537976
"TBC1D30"	"ENSG00000111490"	23329	0.243955786574146
"CAND1"	"ENSG00000111530"	55832	0.685365736604131
"IL26"	"ENSG00000111536"	55801	0
"IFNG"	"ENSG00000111537"	3458	0.216994464782519
"RAB5B"	"ENSG00000111540"	5869	0.503916831526801
"MDM1"	"ENSG00000111554"	56890	0.521004639986648
"NUP107"	"ENSG00000111581"	57122	0.582398422213361
"CNOT2"	"ENSG00000111596"	4848	0.683789011192601
"TIMELESS"	"ENSG00000111602"	8914	0.58081835448168
"CPSF6"	"ENSG00000111605"	11052	0.701737136349234
"KRR1"	"ENSG00000111615"	11103	0.594221833506569
"MRPL51"	"ENSG00000111639"	51258	0.49301484052763
"GAPDH"	"ENSG00000111640"	2597	0.838563538310834
"NOP2"	"ENSG00000111641"	4839	0.583315149330934
"CHD4"	"ENSG00000111642"	1108	0.742718424663111
"ACRBP"	"ENSG00000111644"	84519	0.361452510713193
"UHRF1BP1L"	"ENSG00000111647"	23074	0.564048708848752
"COPS7A"	"ENSG00000111652"	50813	0.46443468771886
"ING4"	"ENSG00000111653"	51147	0.518687189592529
"GNB3"	"ENSG00000111664"	2784	0.155924632097761
"CDCA3"	"ENSG00000111665"	83461	0.439825341357101
"CHPT1"	"ENSG00000111666"	56994	0.561078625141851
"USP5"	"ENSG00000111667"	8078	0.582705164717641
"TPI1"	"ENSG00000111669"	7167	0.632177706621461
"GNPTAB"	"ENSG00000111670"	79158	0.672024749088891
"SPSB2"	"ENSG00000111671"	105369632	0.364899468398386
"ENO2"	"ENSG00000111674"	2026	0.403086022530141
"ATN1"	"ENSG00000111676"	1822	0.54881164007046
"C12orf57"	"ENSG00000111678"	113246	0.521543830574225
"PTPN6"	"ENSG00000111679"	5777	0.6448806294309
"LPCAT3"	"ENSG00000111684"	10162	0.506479433973186
"NT5DC3"	"ENSG00000111696"	51559	0.428460571480676
"SLCO1B3"	"ENSG00000111700"	28234	0
"NANOG"	"ENSG00000111704"	79923	0
"SUDS3"	"ENSG00000111707"	64426	0.605659486865987
"GOLT1B"	"ENSG00000111711"	51026	0.53906513472342
"GYS2"	"ENSG00000111713"	2998	0.0880311544763851
"LDHB"	"ENSG00000111716"	3945	0.686949932978286
"PRKAB1"	"ENSG00000111725"	5564	0.538487275897158
"CMAS"	"ENSG00000111726"	55907	0.483235251617415
"HCFC2"	"ENSG00000111727"	29915	0.514495631009134
"ST8SIA1"	"ENSG00000111728"	6489	0.216994464782519
"CLEC4A"	"ENSG00000111729"	50856	0.330704843139128
"C2CD5"	"ENSG00000111731"	9847	0.584112189992453
"AICDA"	"ENSG00000111732"	57379	0.0880311544763851
"RAB35"	"ENSG00000111737"	11021	0.552303307839377
"PHC1"	"ENSG00000111752"	1911	0.538245266018329
"COX6A1"	"ENSG00000111775"	1337	0.569775884807789
"RFX4"	"ENSG00000111783"	5992	0.0880311544763851
"RIC8B"	"ENSG00000111785"	55188	0.484382709077119
"SRSF9"	"ENSG00000111786"	8683	0.652266999676361
"FGFR1OP2"	"ENSG00000111790"	26127	0.601915940305945
